year,horizon,hour,field,members,held_out,rmse_norm,rmse_phys,acc,gain_vs_single_pct,gain_vs_linear_pct,acc_delta_vs_single
2022,12.0,1,T1000,1,False,0.019576535849968508,0.33181684691508984,0.9929651747469177,0.0,20.636009890082406,0.0
2022,12.0,1,T925,1,False,0.020755625089044657,0.33175676233706397,0.9946717229938555,0.0,11.515311979005693,0.0
2022,12.0,1,T850,1,False,0.022025259395537507,0.3381645728881452,0.9952510434283809,0.0,4.903461593009483,0.0
2022,12.0,1,T700,1,False,0.019644077290310397,0.281203816405805,0.9961553995270989,0.0,1.823309352101543,0.0
2022,12.0,1,U1000,1,False,0.10087918645491187,0.556667674115715,0.9920401204194235,0.0,5.948270956675239,0.0
2022,12.0,1,U925,1,False,0.09953272646596625,0.7127169197126647,0.992133419223527,0.0,6.938160506173818,0.0
2022,12.0,1,U850,1,False,0.09396478325570556,0.7081375713486663,0.9926560680511923,0.0,4.165208576430834,0.0
2022,12.0,1,U700,1,False,0.08741762023977095,0.745723887751142,0.9935775356634559,0.0,1.7863735407678716,0.0
2022,12.0,1,V1000,1,False,0.19663397148545472,0.6045109869684155,0.9913118464008832,0.0,8.174963413163628,0.0
2022,12.0,1,V925,1,False,0.2549510466503145,0.797850617385236,0.9904245485241239,0.0,9.319536919844573,0.0
2022,12.0,1,V850,1,False,0.3072677120742766,0.7707372037072228,0.9906736585673526,0.0,7.4991107695768005,0.0
2022,12.0,1,V700,1,False,0.36168120248042396,0.8090621333417949,0.9917428374099356,0.0,4.860456256341383,0.0
2022,12.0,1,Q1000,1,False,0.025958773985339793,0.0001876746597217648,0.9925689152543294,0.0,3.660231858837948,0.0
2022,12.0,1,Q925,1,False,0.0457988948226379,0.00028202962981022724,0.9832461538218911,0.0,1.6272378099714269,0.0
2022,12.0,1,Q850,1,False,0.06816750738778543,0.000330639086483146,0.9847564285938938,0.0,1.129895809491066,0.0
2022,12.0,1,Q700,1,False,0.08585901400507494,0.0002509798235952623,0.9885022042984734,0.0,1.182470445178141,0.0
2022,12.0,1,Z1000,1,False,0.031967957785689165,29.19636672160479,0.9987291477289978,0.0,32.47469308366681,0.0
2022,12.0,1,Z925,1,False,0.02547350273498001,28.31154700016374,0.998754769241886,0.0,32.264085096562,0.0
2022,12.0,1,Z850,1,False,0.019889764248517437,27.707034118328075,0.9988196415844667,0.0,31.81852126662218,0.0
2022,12.0,1,Z700,1,False,0.013138568199891537,27.87265488320845,0.9990354655023187,0.0,29.98542112436389,0.0
2022,12.0,1,t2m,1,False,0.02300982915994734,0.4509926583821158,0.9849382130501242,0.0,17.326966872481364,0.0
2022,12.0,1,u10,1,False,0.10256244618914444,0.5066584874879019,0.9916548665890168,0.0,6.285511604595484,0.0
2022,12.0,1,v10,1,False,0.1972125083398506,0.5482507654847862,0.990801037592537,0.0,8.511529037069533,0.0
2022,12.0,1,mslp,1,False,0.03201986250281232,35.72455906347828,0.998813969876783,0.0,32.05206683465131,0.0
2022,12.0,2,T1000,1,False,0.03392843507769788,0.5750775580992235,0.9788173609298315,0.0,25.751003845622144,0.0
2022,12.0,2,T925,1,False,0.035820454773090385,0.5725521730768585,0.9840471047129308,0.0,15.569345864632766,0.0
2022,12.0,2,T850,1,False,0.0379839230372993,0.5831857374630909,0.9858018558091866,0.0,6.1737832900783385,0.0
2022,12.0,2,T700,1,False,0.033476955229855006,0.479220653663758,0.9887810236167336,0.0,2.583832216338089,0.0
2022,12.0,2,U1000,1,False,0.17057976791615725,0.941286757445076,0.9771224525912793,0.0,7.133544200486908,0.0
2022,12.0,2,U925,1,False,0.17081269667870494,1.223126335287884,0.9766914271900792,0.0,7.677380158532543,0.0
2022,12.0,2,U850,1,False,0.1613183536747382,1.2157276797465972,0.9781718419483797,0.0,4.682903830226104,0.0
2022,12.0,2,U700,1,False,0.14830805520770146,1.2651552262517416,0.9813442872561733,0.0,2.102082970606489,0.0
2022,12.0,2,V1000,1,False,0.33456956429443313,1.0285657974283877,0.9746809180512978,0.0,9.84026128177936,0.0
2022,12.0,2,V925,1,False,0.4327636453619278,1.3543021277997074,0.9722140897102981,0.0,11.24195835223859,0.0
2022,12.0,2,V850,1,False,0.5244039499620816,1.315392460398949,0.972597535545351,0.0,8.952365379410331,0.0
2022,12.0,2,V700,1,False,0.6177316673035814,1.3818337762858426,0.975625232038919,0.0,5.451251268286994,0.0
2022,12.0,2,Q1000,1,False,0.04502165463263382,0.00032549394763545675,0.9775324763266395,0.0,4.716508108755479,0.0
2022,12.0,2,Q925,1,False,0.07747678100846042,0.00047710207972101665,0.9513378884507684,0.0,2.151744928373922,0.0
2022,12.0,2,Q850,1,False,0.11862772455935039,0.0005753908813569613,0.9531191180244702,0.0,1.1688785046192973,0.0
2022,12.0,2,Q700,1,False,0.1489065044465698,0.00043527786324887595,0.9648832876347606,0.0,1.003279000835544,0.0
2022,12.0,2,Z1000,1,False,0.04491651798308228,41.02229862621609,0.9975018156543546,0.0,46.27315289902002,0.0
2022,12.0,2,Z925,1,False,0.03474801197507204,38.61934435279483,0.9976967601348623,0.0,47.287007263541156,0.0
2022,12.0,2,Z850,1,False,0.026563736099256934,37.00407517819212,0.9979053844574832,0.0,47.80120806764748,0.0
2022,12.0,2,Z700,1,False,0.01770085618378926,37.55126448261857,0.9982540093145239,0.0,45.9076415861008,0.0
2022,12.0,2,t2m,1,False,0.04546464605181167,0.8911070791228989,0.943998244727173,0.0,31.98902025671092,0.0
2022,12.0,2,u10,1,False,0.17405746442956982,0.8598438826132299,0.9758619688053943,0.0,7.412519892615855,0.0
2022,12.0,2,v10,1,False,0.3360577932103646,0.934240641789629,0.9731255011044219,0.0,10.171831204684844,0.0
2022,12.0,2,mslp,1,False,0.04574337938941657,51.0358864927744,0.997590123903173,0.0,44.954737464732865,0.0
2022,12.0,3,T1000,1,False,0.04407306527844084,0.7470262177861761,0.9642244283036352,0.0,30.10885791067137,0.0
2022,12.0,3,T925,1,False,0.04621765380274727,0.7387404271166889,0.9733176380106218,0.0,20.041708224073286,0.0
2022,12.0,3,T850,1,False,0.049071122991645184,0.7534129430405884,0.9761828762596467,0.0,7.718817495400465,0.0
2022,12.0,3,T700,1,False,0.042763651708870525,0.6121591676966773,0.9816025272796969,0.0,3.5192831345682185,0.0
2022,12.0,3,U1000,1,False,0.217121014764598,1.1981088926359882,0.9627427242309081,0.0,8.092163542695896,0.0
2022,12.0,3,U925,1,False,0.21919387762071596,1.5695660241849145,0.9613743816595878,0.0,8.520318729860698,0.0
2022,12.0,3,U850,1,False,0.20735692460140753,1.562683639861016,0.9636149730760737,0.0,5.248659115365973,0.0
2022,12.0,3,U700,1,False,0.18909670574775028,1.6131064787526495,0.9693965301311377,0.0,2.4312107587557863,0.0
2022,12.0,3,V1000,1,False,0.42532330275986413,1.3075696201993365,0.9588753123872716,0.0,11.37444490796743,0.0
2022,12.0,3,V925,1,False,0.5475564715554821,1.7135378645262427,0.9552563604795119,0.0,13.318592830680565,0.0
2022,12.0,3,V850,1,False,0.6680964534667709,1.6758246101276923,0.9551359065703968,0.0,10.509963396498545,0.0
2022,12.0,3,V700,1,False,0.7897509232951189,1.7666319364231926,0.9596744268622799,0.0,6.0830581359526565,0.0
2022,12.0,3,Q1000,1,False,0.0587999110328579,0.00042510688143843474,0.9614773885082408,0.0,5.691090541516974,0.0
2022,12.0,3,Q925,1,False,0.09856543161301547,0.0006069660072434421,0.9203010840081377,0.0,2.7489738843784695,0.0
2022,12.0,3,Q850,1,False,0.1531864116097753,0.0007430140347963518,0.920748576040948,0.0,1.3460975272523434,0.0
2022,12.0,3,Q700,1,False,0.1924529963201183,0.0005625713260214385,0.9405277225285225,0.0,1.0242750200611161,0.0
2022,12.0,3,Z1000,1,False,0.05758260857654677,52.590251211623126,0.9959038086944393,0.0,50.12911032322302,0.0
2022,12.0,3,Z925,1,False,0.04412829051520381,49.04469479676186,0.996293153117226,0.0,51.35183249415317,0.0
2022,12.0,3,Z850,1,False,0.03347020310093294,46.62498963656749,0.9966832144797001,0.0,52.117408641621864,0.0
2022,12.0,3,Z700,1,False,0.02198261864636911,46.63475680429392,0.9973113919228029,0.0,51.251224400009775,0.0
2022,12.0,3,t2m,1,False,0.05105673384963164,1.0007119996815508,0.9287595495449975,0.0,38.387066395756065,0.0
2022,12.0,3,u10,1,False,0.22194447069925904,1.0964057010565722,0.9605868202539777,0.0,8.393927724326634,0.0
2022,12.0,3,v10,1,False,0.4270978474234495,1.1873319992218219,0.9563929779195535,0.0,11.815891267470846,0.0
2022,12.0,3,mslp,1,False,0.058918765989159606,65.73566441971091,0.9960108524249587,0.0,48.59826642115021,0.0
2022,12.0,4,T1000,1,True,0.05199362744326701,0.8812775447499691,0.9500703359805587,0.0,32.19349188348573,0.0
2022,12.0,4,T925,1,True,0.05391228565279597,0.8617309967455009,0.9635338579361754,0.0,22.99880196945154,0.0
2022,12.0,4,T850,1,True,0.05676414362280008,0.8715276385947205,0.9679884665437086,0.0,8.967383935140417,0.0
2022,12.0,4,T700,1,True,0.04916784565795012,0.7038348275134125,0.9755602644973413,0.0,3.643908278685404,0.0
2022,12.0,4,U1000,1,True,0.24726919558434463,1.3644714206444917,0.9514735457675269,0.0,8.856506033254409,0.0
2022,12.0,4,U925,1,True,0.25080419053093805,1.7959157387316849,0.9491591691870447,0.0,9.171116094767084,0.0
2022,12.0,4,U850,1,True,0.23778836956054383,1.7920211567906168,0.9517959474894989,0.0,5.620884274643856,0.0
2022,12.0,4,U700,1,True,0.21587785342854884,1.8415654732519247,0.959809123804573,0.0,2.6250748095775656,0.0
2022,12.0,4,V1000,1,True,0.47952298734249515,1.4741954879461845,0.9474447958829821,0.0,13.097021325474689,0.0
2022,12.0,4,V925,1,True,0.6156758475403522,1.926712442912162,0.943060759987457,0.0,15.37367215096921,0.0
2022,12.0,4,V850,1,True,0.7581294525937694,1.9016595271862766,0.9417570521235331,0.0,11.888295171968776,0.0
2022,12.0,4,V700,1,True,0.9013756944138529,2.0163307753218405,0.9468809381443641,0.0,6.584557683028825,0.0
2022,12.0,4,Q1000,1,True,0.06878586250102381,0.000497302509528575,0.9470450211198377,0.0,6.1178528370483765,0.0
2022,12.0,4,Q925,1,True,0.11226563526220215,0.0006913318680453874,0.8956770222596953,0.0,3.159828894507588,0.0
2022,12.0,4,Q850,1,True,0.17587805241552795,0.0008530773745749403,0.8944527227205076,0.0,1.4776576169090005,0.0
2022,12.0,4,Q700,1,True,0.22150282677118127,0.000647488688267838,0.9203376411562967,0.0,1.0587412949562003,0.0
2022,12.0,4,Z1000,1,True,0.06727990655138961,61.44680271754572,0.9944001001462978,0.0,51.99826366373681,0.0
2022,12.0,4,Z925,1,True,0.05157130999541434,57.316953285671275,0.9949297571677631,0.0,52.94757393496206,0.0
2022,12.0,4,Z850,1,True,0.038951830287514685,54.26105978366096,0.9955003854994733,0.0,53.69785336365458,0.0
2022,12.0,4,Z700,1,True,0.025338135815863586,53.75327762989929,0.9964240163879627,0.0,53.36201853367641,0.0
2022,12.0,4,t2m,1,True,0.05828864616036761,1.1424574916007353,0.9067318022539109,0.0,38.159366190445276,0.0
2022,12.0,4,u10,1,True,0.2531169211544114,1.2503975921360486,0.9485533510976003,0.0,9.163774378499067,0.0
2022,12.0,4,v10,1,True,0.4816747432111904,1.3390557823843547,0.9442560582537776,0.0,13.577831238697913,0.0
2022,12.0,4,mslp,1,True,0.06886211607948757,76.82946010709894,0.9945439660145956,0.0,50.47359137622478,0.0
2022,12.0,5,T1000,1,False,0.056452665549900014,0.9568570056253622,0.9410484756196992,0.0,34.460151444530126,0.0
2022,12.0,5,T925,1,False,0.05873859519632114,0.9388744742550692,0.9565371910470208,0.0,25.269670834873516,0.0
2022,12.0,5,T850,1,False,0.06143172143742945,0.9431912500746208,0.9623952676026071,0.0,10.187154336546445,0.0
2022,12.0,5,T700,1,False,0.05277982148141544,0.7555400517231546,0.971742949070344,0.0,4.125902950877314,0.0
