architecture,year,hours,field,heldout_nrmse,full_nrmse,heldout_minus_full,full_gain_pct,delta_ci95_low,delta_ci95_median,delta_ci95_high,bootstrap_draws_full_not_better,bootstrap_tail_probability_full_not_better,bootstrap_probability_at_floor,comparability
WeatherDCAE-14M,2020,trained_hours,U850,0.07027229421640462,0.06475610695106122,0.005516187265343392,7.849732710243113,0.005486869494963769,0.00551580624285692,0.00554545207474906,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,U700,0.06484344875243411,0.059798519922767863,0.0050449288296662495,7.780167351874343,0.005016310664873151,0.005044821728812623,0.005074400038542684,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,V1000,0.11665134173206144,0.10918262955938351,0.00746871217267793,6.4025943137739025,0.007421131111806512,0.0074686735378316355,0.00751712391113714,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,V925,0.14327117435959796,0.1327442341478753,0.010526940211722652,7.347563289528822,0.010463819345188585,0.010525836975059294,0.010592534432138655,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,V850,0.18447855196327143,0.17019744847831167,0.014281103484959756,7.741335419741932,0.014198606735726366,0.014279334766559168,0.014368490113852023,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,V700,0.2068180873996568,0.19248228017699473,0.014335807222662061,6.931602261150129,0.014253878341054942,0.014335356904920812,0.014416485628921621,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Q1000,0.027455218041884777,0.026741886370253737,0.00071333167163104,2.5981642926412194,0.0007064339223764604,0.0007133419514448128,0.0007201994774953908,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Q925,0.049169638534223375,0.047604275423187854,0.0015653631110355212,3.1835969466116514,0.0015535879795940733,0.0015654098922910746,0.0015774057147968069,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Q850,0.07232326445376826,0.06640351689643396,0.005919747557334293,8.185122176168386,0.00584876056878034,0.005919944492092995,0.005991882325343347,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Q700,0.09051803153204994,0.080346078807788,0.01017195272426194,11.23748777132911,0.010074777594819364,0.010170754540904131,0.010270424015557125,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Z1000,0.020674812335933723,0.019851665473867023,0.0008231468620666996,3.981399437595061,0.0008136763066173245,0.0008231227308078178,0.0008326950364842654,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Z925,0.016382366667944206,0.015749088949963436,0.0006332777179807701,3.865605811521242,0.0006255047872280714,0.0006331781327243956,0.0006410617715059812,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Z850,0.012868129865047243,0.012353592546474187,0.0005145373185730558,3.9985399896425955,0.0005079716899292955,0.0005144756993753496,0.0005211244694749757,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,Z700,0.008540416184103254,0.008208375806692302,0.0003320403774109519,3.8878711558459753,0.0003274881297583305,0.00033202023345577005,0.0003365742486607505,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,t2m,0.019826006558373372,0.01931889214708318,0.0005071144112901924,2.5578242890069873,0.0004963338377541299,0.0005072545344719428,0.000518111633498721,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,u10,0.06983671589287392,0.0657971258372536,0.0040395900556203235,5.784335652061382,0.004015101129058432,0.004038975706869639,0.004065909222961591,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,v10,0.11711956611207558,0.10996197122713504,0.007157594884940541,6.111357070851169,0.0071203777064662264,0.007157621132591489,0.007195995856027101,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,trained_hours,mslp,0.021069648559581367,0.020233002189456072,0.0008366463701252949,3.970860585355289,0.0008271344811153488,0.0008365303677077083,0.0008462416825530761,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,T1000,0.02107472367262843,0.01969798042091394,0.0013767432517144892,6.5326752231754535,0.0013643342595116175,0.001376760308950592,0.001389035585096674,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,T925,0.023233299915414236,0.021791971674421755,0.0014413282409924816,6.20371727752813,0.0014327241585912742,0.0014414455482747897,0.0014499422985323675,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,T850,0.026614718337124716,0.024741354439412448,0.0018733638977122685,7.038826689738528,0.0018612768408627126,0.0018733756305940718,0.0018858655807633825,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,T700,0.023538636757392695,0.02242972006534945,0.001108916692043247,4.711048917032009,0.0010985799793116987,0.0011089444299148266,0.0011198605028865617,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,U1000,0.08885110241763838,0.08034494135744225,0.008506161060196138,9.573500866892482,0.008463532916200738,0.008506861584865133,0.008549643955651151,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,U925,0.08625524469087312,0.07786656627034838,0.008388678420524737,9.725412582838993,0.00834247009845905,0.00838926524325051,0.008436137043059577,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,U850,0.08913192023576352,0.0796923468066266,0.009439573429136927,10.59056441751534,0.009392495510947538,0.00944018082058095,0.009490117867891338,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,U700,0.08179634854691259,0.07320587065739553,0.008590477889517056,10.502275519780895,0.008547694565220382,0.008590791288957227,0.008635005376729038,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,V1000,0.152507844035039,0.13541634763532562,0.017091496399713385,11.206962178146442,0.016979010452739123,0.0170921109183262,0.017210387174442125,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,V925,0.18732882507916826,0.16416818783849402,0.023160637240674242,12.363627023703467,0.02301114168301224,0.023162827353593346,0.023315445904318163,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,V850,0.23859549880941888,0.2103259042116996,0.028269594597719272,11.848335253088727,0.02809639891590885,0.02827185841474006,0.028439153964923632,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,V700,0.2687446468503085,0.23781685650160295,0.030927790348705575,11.508244242696463,0.030771435231438528,0.030928420975907686,0.03108420020170032,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Q1000,0.03452747068351125,0.03309384011890505,0.0014336305646062003,4.152144759595255,0.001418942788412867,0.0014336848773966737,0.0014486556385629363,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Q925,0.06197699925363557,0.05923220541836442,0.0027447938352711462,4.428729800289802,0.002723428847548999,0.0027451768010895994,0.0027658257805743,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Q850,0.0909495473492055,0.08248570952164612,0.008463837827559384,9.306080210671132,0.008368204396856744,0.008464694381946587,0.008564389464312514,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Q700,0.11356204217121563,0.09932058193693113,0.014241460234284492,12.540686977795694,0.014106755222111658,0.014243406298770009,0.014371681624920559,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Z1000,0.025872672878579035,0.02208355700616446,0.0037891158724145738,14.645243227079664,0.003739255354722963,0.003789989547530173,0.0038412502791600966,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Z925,0.0203935535906467,0.017335280458358977,0.0030582731322877227,14.996273791588578,0.0030150013766029734,0.003059009113803291,0.0031032940807063742,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Z850,0.01587820703673084,0.013502285852523081,0.002375921184207758,14.963409777385898,0.0023416227267274033,0.0023764851194781507,0.0024118584472150153,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,Z700,0.010427373428960792,0.008945580574850584,0.0014817928541102088,14.210605040716246,0.001459241443594228,0.0014820435403683592,0.0015054784864011969,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,t2m,0.030575451814149855,0.024098177294528463,0.006477274519621393,21.184558641988104,0.006355696759905261,0.0064794815877009995,0.006600069377379383,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,u10,0.0893760236916628,0.08104814205531792,0.008327881636344875,9.317802798069343,0.008280872126716184,0.008328885965252164,0.008374667040167271,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,v10,0.15253995887667587,0.1362845064136815,0.01625545246299437,10.656520811138037,0.016159954540094237,0.016256495713117547,0.016353597041600703,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2020,held_out_hours,mslp,0.02627296910693052,0.02260809297382293,0.003664876133107592,13.94922712462231,0.0036173468702638554,0.003665673416519487,0.003713989903986112,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,T1000,0.01655286353261874,0.01584196778607089,0.0007108957465478474,4.29469949502677,0.0007036156211368545,0.0007109826466015403,0.0007183272527499336,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,T925,0.01825324324561305,0.01745080820630778,0.000802435039305268,4.39612308074689,0.0007970124749324735,0.0008025512953476494,0.0008081654619045668,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,T850,0.02089620238503413,0.019758927119719452,0.0011372752653146766,5.442497370379575,0.0011288351315505668,0.0011373313220304528,0.0011457995135787421,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,T700,0.01864722962364303,0.01798324346865667,0.0006639861549863624,3.5607764176641385,0.000656451939033569,0.00066397629771189,0.0006715580708957806,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,U1000,0.06923775213527122,0.0651666060729342,0.004071146062337022,5.879951235827443,0.004050708255142063,0.004071280717635017,0.004092105353008538,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,U925,0.06693809989631262,0.06293645167622543,0.004001648220087195,5.978132373470062,0.003978479298007305,0.004001629959726985,0.004024804451851243,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,U850,0.06990391977444071,0.06444248199405654,0.0054614377803841735,7.812777592453497,0.00543300989233549,0.00546163541605732,0.005489266942252116,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,U700,0.06435657239879898,0.05938383133829977,0.0049727410604992126,7.726858151619047,0.004945946248256207,0.00497257473596896,0.0050013635851011845,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,V1000,0.11651648222648674,0.10906320331805947,0.007453278908427272,6.396759296199366,0.007383461982000237,0.0074531540879422264,0.007529518146493839,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,V925,0.14262312635482086,0.13217081536727018,0.010452310987550673,7.328622822043033,0.010375828149291666,0.010451912048648745,0.010532258192097757,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,V850,0.18343259735996068,0.16933511261383924,0.014097484746121436,7.6853759631703324,0.01400663163394399,0.014096862617814968,0.01418967087997034,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,V700,0.20543387420091289,0.19133974033545256,0.014094133865460323,6.860666927634514,0.01401830362888494,0.01409368136489536,0.014173892112464826,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Q1000,0.02746139296047816,0.026740305025643212,0.0007210879348349478,2.625824319519122,0.0007140454152034599,0.0007210952140409583,0.000728295820095026,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Q925,0.048814172543768686,0.04726452682419253,0.0015496457195761579,3.174581558637884,0.001538131900831434,0.0015494968862618912,0.0015606936560257545,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Q850,0.07118872146290431,0.0654500447796474,0.0057386766832569075,8.061216110261611,0.005670338709252315,0.00573741569366077,0.005803756463638179,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Q700,0.08950775741951833,0.07932134325800405,0.010186414161514279,11.38048193272352,0.010100080047971012,0.01018634205189145,0.010273559441182861,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Z1000,0.020439440083616717,0.019632539031458788,0.0008069010521579295,3.9477649527430207,0.0007977632582321174,0.0008069236590596812,0.0008158328555527101,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Z925,0.01617831135934326,0.015559311183896161,0.0006190001754470993,3.82611115399022,0.0006114180579321228,0.0006190491239141047,0.0006263631187404709,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Z850,0.012696154324879258,0.012192404776093025,0.000503749548786233,3.9677333458296924,0.0004975685605576307,0.0005038186448028358,0.0005099284363881023,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,Z700,0.008416736558482308,0.008090177896729124,0.0003265586617531846,3.8798726737393467,0.0003221735151818516,0.00032660182007349017,0.0003310054473799079,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,t2m,0.020044198699464392,0.019516128338766717,0.0005280703606976751,2.6345296642453753,0.0005185843721438587,0.000528070356921248,0.0005376413694545406,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,u10,0.06973435825871706,0.0657302409458067,0.004004117312910352,5.741957641676328,0.003983177709620227,0.00400418437698076,0.0040254627116112175,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,v10,0.11692165276479466,0.10980892066403684,0.007112732100757815,6.083331814566576,0.007063963392574472,0.007112745306918827,0.007165203975720996,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,trained_hours,mslp,0.020838191008389507,0.02001413301305489,0.0008240579953346164,3.954556300030308,0.0008152952600039565,0.0008241707420255841,0.0008329455257213224,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,T1000,0.021187214967465628,0.019786792287184128,0.0014004226802814997,6.60975348780829,0.0013888478013584153,0.0014004211072745874,0.0014119433082294692,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,T925,0.023150412262018732,0.021705449659188455,0.0014449626028302763,6.241627952349367,0.001436276728030498,0.0014448921369918741,0.0014537668817244478,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,T850,0.02643472539423845,0.024587315063663264,0.001847410330575186,6.988573942129303,0.0018348486036697757,0.0018473922492022177,0.0018604071793256968,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,T700,0.023400627935792485,0.022283566725380007,0.0011170612104124782,4.773637756548723,0.0011054891154850441,0.0011170665391408534,0.001128718548195859,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,U1000,0.08868236941339297,0.08026179382037786,0.008420575593015109,9.495208178034336,0.008377675730824503,0.008420643190929951,0.008464831571175,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,U925,0.08601875161901912,0.07767412402664889,0.00834462759237023,9.70094012678649,0.008297435036573942,0.008344710231398766,0.00839306755428745,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,U850,0.08870760393808039,0.07935056870337226,0.009357035234708128,10.548177179083225,0.009308784129925248,0.00935682442831523,0.009406764437582815,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,U700,0.08125268804460258,0.07278477466911926,0.008467913375483319,10.421702443659427,0.008427694115769767,0.008468310900698682,0.008510061090480206,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,V1000,0.15238527986386174,0.13528621833378834,0.0170990615300734,11.22094046442635,0.016950856106068862,0.01710052199487752,0.017247551991458818,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,V925,0.18658753982464182,0.1635837226394592,0.02300381718518263,12.3286995513216,0.02282486001339285,0.0230042072029452,0.02318025366150277,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,V850,0.23740732840344975,0.2094391063161914,0.027968222087258354,11.78069029096237,0.02777489574727612,0.02796936072724099,0.028166885322631216,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,V700,0.26722149621363567,0.23670568270636438,0.030515813507271283,11.419670176112925,0.030367455362021213,0.0305144321913995,0.030672283093010694,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Q1000,0.034581593973915664,0.033104041309854615,0.0014775526640610492,4.272656330345973,0.0014647502320018397,0.001477559072463424,0.0014900802576583209,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Q925,0.0616111002552564,0.05882669659426174,0.0027844036609946596,4.519321436330146,0.0027655956138084537,0.0027846081583278934,0.002802775382727816,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Q850,0.08952152790448256,0.08130258244704948,0.008218945457433083,9.180970934949313,0.008123925149218942,0.008219397044827763,0.00831258298927375,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Q700,0.11228586374129093,0.09805127652303032,0.014234587218260611,12.677096425118489,0.014117399124302552,0.014232709840155719,0.014352851000969141,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Z1000,0.025732078477278417,0.02195502519143811,0.0037770532858403053,14.67838398353816,0.0037233839619243516,0.003776670781066662,0.0038310768636481227,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Z925,0.020250600830951322,0.017212682154091153,0.003037918676860169,15.001622431947641,0.002991656168543329,0.003037589001063018,0.0030849115417200287,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Z850,0.015747349566251997,0.01339174673174899,0.0023556028345030067,14.958725749959077,0.002318072058718163,0.0023553009412753297,0.0023935872246901805,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,Z700,0.010318942302294971,0.008857697564160553,0.0014612447381344186,14.160799579327351,0.0014363844913190772,0.0014610273376685634,0.001486412891225242,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,t2m,0.030984879399113072,0.024441606417802124,0.0065432729813109484,21.11763256208848,0.006427380475196372,0.0065432451583622014,0.006656685993319749,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,u10,0.0892181152202281,0.08095867308361732,0.008259442136610784,9.25758419825725,0.008213905840124654,0.008259658125278763,0.008305742916947226,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,v10,0.15237759441549537,0.1361153124200013,0.016262281995494066,10.672357742537208,0.01615105532165179,0.016262247334438,0.016372640115030774,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,held_out_hours,mslp,0.02614254312589468,0.022479397221750404,0.0036631459041442764,14.012201821772502,0.0036118796348395556,0.0036629436246061863,0.0037138276848257923,0,0.0001999600079984003,True,same_seed_full_has_more_optimizer_steps
PixelAttn-VFI,2020,trained_hours,T1000,0.017185835342812195,0.016726585854804257,0.000459249488007938,2.672255836548641,0.0004526229433976331,0.0004592419679928395,0.00046584214305321066,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,T925,0.019330733612009737,0.018901379028813007,0.00042935458319673034,2.2210982356612803,0.000424603325344405,0.0004293243389521251,0.00043401122217059246,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,T850,0.022115534182773653,0.021559979044753985,0.0005555551380196679,2.512058417528091,0.0005500297546759749,0.0005555278084959613,0.0005609260299600012,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,T700,0.020021096365955535,0.01971083155073597,0.00031026481521956653,1.54968943532558,0.0003055337875444264,0.0003102517819892972,0.0003150584350471651,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,U1000,0.07519956825398323,0.07188779774598104,0.0033117705080021875,4.403975428179093,0.0032915858125724265,0.003311812492429851,0.003331345829578174,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,U925,0.07317339573915459,0.06968100595103932,0.003492389788115266,4.772758941739958,0.003469422575957559,0.003492412139422557,0.0035157628165894293,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,U850,0.08018844289192309,0.07552811511561108,0.0046603277763120066,5.811720003832889,0.0046306662014775155,0.004660051376385865,0.004690969109705748,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,U700,0.07670011401418866,0.07269901523699504,0.0040010987771936235,5.216548669606234,0.003970952761746155,0.004000991289405918,0.004031997748817036,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,V1000,0.12581143786712398,0.11961045545035381,0.006200982416770168,4.928790674278239,0.006161184740337628,0.006200772925399944,0.006241546497828609,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,V925,0.1538419197069608,0.14521807444370174,0.008623845263259045,5.6056536993855826,0.008563000567161977,0.008622912428597182,0.008683394375638562,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,V850,0.20947824671752127,0.1953265610894619,0.01415168562805938,6.75568267818412,0.014077535706115599,0.014152159081807059,0.01422801814334693,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,V700,0.238420214166006,0.2220485096847065,0.016371704481299515,6.866743467439514,0.016276479743445395,0.016371612206264263,0.016465703291937594,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Q1000,0.02791166898181872,0.02751832311898404,0.000393345862834682,1.4092523922195483,0.00038725996514866806,0.000393308251394265,0.00039955170146056747,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Q925,0.05009595673168157,0.0493572608017425,0.0007386959299390677,1.4745619769187948,0.0007302891423450409,0.000738642122644094,0.0007470265543940636,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Q850,0.07667705682705339,0.07487670191383396,0.0018003549132194346,2.347970811243017,0.0017818603384412077,0.001800269901762283,0.001819323257973357,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Q700,0.09966148889987951,0.09854836965851688,0.001113119241362634,1.1169000720838917,0.0010934552689018419,0.0011132568942349708,0.0011329765167581956,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Z1000,0.023132938920636115,0.022524183499597072,0.0006087554210390429,2.631552450501621,0.0005955489355420043,0.0006087199396477387,0.0006220724709791448,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Z925,0.018319549501346396,0.01784588017962243,0.0004736693217239664,2.5855948132848683,0.000462571072507309,0.0004735863833425155,0.00048494613623516767,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Z850,0.014377678217167053,0.014015689313197105,0.0003619889039699481,2.5177146024712855,0.00035296560773150125,0.0003619581193495336,0.0003710901515500371,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,trained_hours,Z700,0.009500160871026916,0.009261880331918259,0.00023828053910865746,2.5081737282507786,0.00023234941351006725,0.0002382723340793513,0.00024419653217789525,0,0.0001999600079984003,True,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
