architecture,year,field,hour,hour_split,heldout_nrmse,full_nrmse,full_gain_pct,heldout_physical_rmse,full_physical_rmse,physical_unit,heldout_acc,full_acc,full_acc_delta,comparability,heldout_steps,full_steps
WeatherBridge,2020,V850,2,held_out,0.2151467465083361,0.19732500970617908,8.28352605437447,0.5396649094693082,0.4949616254113843,m s-1,0.995317659754597,0.9960606912450768,0.0007430314904798285,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,V700,2,held_out,0.2602350731464959,0.23886714884409205,8.211008625411177,0.5821323919996462,0.53433345107537,m s-1,0.9955931697502055,0.996287793088652,0.0006946233384464984,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Q1000,2,held_out,0.029276986046469815,0.027725185366553964,5.300411310961997,0.00021166440513834935,0.00020044532102720864,kg kg-1,0.9904919324067658,0.9914396385417455,0.0009477061349797422,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Q925,2,held_out,0.04665388241700364,0.04484749764901618,3.871885198838453,0.0002872946448768051,0.0002761709254826607,kg kg-1,0.98293251974518,0.9841786879646838,0.0012461682195037405,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Q850,2,held_out,0.06180066690038675,0.05934144838049625,3.9792750519252214,0.00029975741712274595,0.0002878292449583972,kg kg-1,0.9878119818354715,0.9887269809466415,0.0009149991111699896,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Q700,2,held_out,0.08308134068695475,0.0813348438543617,2.1021529240527546,0.0002428602343475976,0.00023775494094478936,kg kg-1,0.989340666392959,0.9897585250486263,0.0004178586556672359,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Z1000,2,held_out,0.027071425468581548,0.021328072343472847,21.215554872698892,24.72435885354856,19.47894897588422,m2 s-2,0.9990746628656686,0.9994257368509197,0.000351073985251138,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Z925,2,held_out,0.02132821232424405,0.016708775090053498,21.658811174434813,23.704423081763043,18.570326813902103,m2 s-2,0.9991136847557658,0.9994561313448532,0.00034244658908744174,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Z850,2,held_out,0.016553498181615726,0.012957994190401376,21.720508570251983,23.059516029244147,18.05087183829391,m2 s-2,0.999168501550589,0.9994905621983377,0.0003220606477486454,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,Z700,2,held_out,0.0107654278229117,0.008412726838347645,21.854226541344502,22.83818481665284,17.847076194811613,m2 s-2,0.9993422724122463,0.9995982736324488,0.0002560012202025286,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,t2m,2,held_out,0.026257871370571072,0.023407940111005887,10.853626401564641,0.5146542883834356,0.45879563500736364,K,0.9822898478786009,0.9859499599884297,0.0036601121098288614,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,u10,2,held_out,0.08151555902537445,0.07526436048800278,7.6687182325840135,0.40268686494843636,0.37180594455011673,m s-1,0.9947258598736828,0.9954995035025365,0.0007736436288536819,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,v10,2,held_out,0.13949800228542406,0.12724514929660327,8.783532945332412,0.38780444193682745,0.3537415110345599,m s-1,0.9953896493592393,0.9961587959856973,0.0007691466264579949,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,mslp,2,held_out,0.027374234246656446,0.021802946154840075,20.35230663117768,30.541431904005048,24.325545814078396,Pa,0.9991191805194433,0.9994413004587913,0.0003221199393480534,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,T1000,3,trained,0.019601607345144455,0.01955476136302913,0.23899051384134376,0.33224180061376624,0.33144777379447915,K,0.9931358059539176,0.9931687224221323,3.291646821468319e-05,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,T925,3,trained,0.02077327842527834,0.02064422372553446,0.6212534059469319,0.3320389379731191,0.32997613376503826,K,0.9946491763954072,0.99471550674291,6.633034750280764e-05,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,T850,3,trained,0.023218942284708395,0.022966370114873524,1.0877849935533506,0.35649177239126906,0.3526139086757287,K,0.9947264694329998,0.9948408539386611,0.00011438450566125802,optimizer_budget_and_seed_matched,13136,13136
WeatherBridge,2020,T700,3,trained,0.0204572663050322,0.020410518390887037,0.22851496112979072,0.292844568239984,0.2921753737446306,K,0.9958689248059447,0.9958877044987747,1.8779692830039885e-05,optimizer_budget_and_seed_matched,13136,13136
