architecture,year,field,hours,heldout_nrmse,full_nrmse,full_gain_pct,heldout_acc,full_acc,full_acc_delta,comparability
WeatherDCAE-14M,2021,T1000,held_out,0.021187214967465628,0.019786792287184128,6.60975348780829,0.9922832208550655,0.9932638640885849,0.0009806432335194293,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,T925,trained,0.01825324324561305,0.01745080820630778,4.39612308074689,0.9957411045123042,0.9961158096937298,0.00037470518142557196,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,T925,held_out,0.023150412262018732,0.021705449659188455,6.241627952349367,0.993668578936993,0.9944319636911408,0.0007633847541478334,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,T850,trained,0.02089620238503413,0.019758927119719452,5.442497370379575,0.9955732551511077,0.9960540313556511,0.0004807762045433428,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,T850,held_out,0.02643472539423845,0.024587315063663264,6.988573942129303,0.9934396915841646,0.9943259868573828,0.0008862952732182627,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,T700,trained,0.01864722962364303,0.01798324346865667,3.5607764176641385,0.9963587735130789,0.9966220640512417,0.0002632905381627637,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,T700,held_out,0.023400627935792485,0.022283566725380007,4.773637756548723,0.9946731183741189,0.995169478286045,0.000496359911926092,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U1000,trained,0.06923775213527122,0.0651666060729342,5.879951235827443,0.9960256867190317,0.9964878346643999,0.000462147945368252,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U1000,held_out,0.08868236941339297,0.08026179382037786,9.495208178034336,0.9938821897567471,0.9949915727125831,0.001109382955835958,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U925,trained,0.06693809989631262,0.06293645167622543,5.978132373470062,0.9961917071282382,0.9966411092436251,0.0004494021153869099,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U925,held_out,0.08601875161901912,0.07767412402664889,9.70094012678649,0.9941145276185552,0.9952008717759376,0.0010863441573824018,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U850,trained,0.06990391977444071,0.06444248199405654,7.812777592453497,0.9956172985527879,0.9962850797915781,0.0006677812387901882,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U850,held_out,0.08870760393808039,0.07935056870337226,10.548177179083225,0.993410456331699,0.9947279617498206,0.0013175054181215895,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U700,trained,0.06435657239879898,0.05938383133829977,7.726858151619047,0.9962340336989187,0.996796583128401,0.0005625494294823064,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,U700,held_out,0.08125268804460258,0.07278477466911926,10.421702443659427,0.9943957340304742,0.9955048134710707,0.001109079440596461,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V1000,trained,0.11651648222648674,0.10906320331805947,6.396759296199366,0.9966711316719038,0.9970911952628024,0.0004200635908986339,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V1000,held_out,0.15238527986386174,0.13528621833378834,11.22094046442635,0.9946904871301614,0.9958150762972713,0.0011245891671098907,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V925,trained,0.14262312635482086,0.13217081536727018,7.328622822043033,0.9966787350537505,0.9971519892245079,0.00047325417075738674,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V925,held_out,0.18658753982464182,0.1635837226394592,12.3286995513216,0.9946925128417743,0.9959177959426073,0.00122528310083303,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V850,trained,0.18343259735996068,0.16933511261383924,7.6853759631703324,0.9962810831542983,0.9968347279503424,0.0005536447960441393,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V850,held_out,0.23740732840344975,0.2094391063161914,11.78069029096237,0.9942269142327003,0.9955004289666127,0.001273514733912462,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V700,trained,0.20543387420091289,0.19133974033545256,6.860666927634514,0.997022656985719,0.997415384429908,0.000392727444188945,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,V700,held_out,0.26722149621363567,0.23670568270636438,11.419670176112925,0.9953685842598463,0.9963606817424749,0.0009920974826286288,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q1000,trained,0.02746139296047816,0.026740305025643212,2.625824319519122,0.9907819718928379,0.9912704839405677,0.0004885120477298166,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q1000,held_out,0.034581593973915664,0.033104041309854615,4.272656330345973,0.9865348356338659,0.9876580922114582,0.0011232565775922687,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q925,trained,0.048814172543768686,0.04726452682419253,3.174581558637884,0.979047847149562,0.9803974378974738,0.0013495907479118552,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q925,held_out,0.0616111002552564,0.05882669659426174,4.519321436330146,0.968974130781957,0.9717529486203593,0.002778817838402281,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q850,trained,0.07118872146290431,0.0654500447796474,8.061216110261611,0.9814107860009839,0.9843698696749626,0.0029590836739787907,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q850,held_out,0.08952152790448256,0.08130258244704948,9.180970934949313,0.9727800768639339,0.9775907906211696,0.004810713757235741,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q700,trained,0.08950775741951833,0.07932134325800405,11.38048193272352,0.9860451784741256,0.9890988310160136,0.0030536525418879412,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Q700,held_out,0.11228586374129093,0.09805127652303032,12.677096425118489,0.9797748391775231,0.9845986317135658,0.004823792536042704,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z1000,trained,0.020439440083616717,0.019632539031458788,3.9477649527430207,0.999461251583028,0.9995040210469726,4.27694639445475e-05,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z1000,held_out,0.025732078477278417,0.02195502519143811,14.67838398353816,0.9991569642570512,0.9993862634439219,0.0002292991868706462,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z925,trained,0.01617831135934326,0.015559311183896161,3.82611115399022,0.9994817072183606,0.9995215362532952,3.982903493460199e-05,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z925,held_out,0.020250600830951322,0.017212682154091153,15.001622431947641,0.9991947610808558,0.9994182025156602,0.00022344143480435008,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z850,trained,0.012696154324879258,0.012192404776093025,3.9677333458296924,0.9995051051234699,0.9995445009374447,3.939581397482961e-05,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z850,held_out,0.015747349566251997,0.01339174673174899,14.958725749959077,0.9992439868118737,0.999453064165233,0.00020907735335939925,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z700,trained,0.008416736558482308,0.008090177896729124,3.8798726737393467,0.9995970785900736,0.9996285985505455,3.1519960471904085e-05,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,Z700,held_out,0.010318942302294971,0.008857697564160553,14.160799579327351,0.9993991350423659,0.9995573662560393,0.00015823121367342097,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,t2m,trained,0.020044198699464392,0.019516128338766717,2.6345296642453753,0.9892591411399559,0.9898744728601402,0.0006153317201842423,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,t2m,held_out,0.030984879399113072,0.024441606417802124,21.11763256208848,0.9759354734450247,0.9850889459879975,0.009153472542972718,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,u10,trained,0.06973435825871706,0.0657302409458067,5.741957641676328,0.9959234040493855,0.996386666367114,0.00046326231772853,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,u10,held_out,0.0892181152202281,0.08095867308361732,9.25758419825725,0.9937387970890529,0.9948476983623389,0.0011089012732860004,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,v10,trained,0.11692165276479466,0.10980892066403684,6.083331814566576,0.9964681591315349,0.9968930766030185,0.00042491747148365455,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,v10,held_out,0.15237759441549537,0.1361153124200013,10.672357742537208,0.9944010914936323,0.9955337495608325,0.0011326580672001985,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,mslp,trained,0.020838191008389507,0.02001413301305489,3.954556300030308,0.9994785246774621,0.9995200054467285,4.1480769266355466e-05,same_seed_full_has_more_optimizer_steps
WeatherDCAE-14M,2021,mslp,held_out,0.02614254312589468,0.022479397221750404,14.012201821772502,0.9991917993921906,0.9994023329082355,0.00021053351604494175,same_seed_full_has_more_optimizer_steps
PixelAttn-VFI,2020,T1000,trained,0.017185835342812195,0.016726585854804257,2.672255836548641,0.9942957822309894,0.9945991380679867,0.00030335583699736546,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T1000,held_out,0.022132307424006806,0.020911969259129443,5.513831619534022,0.991307464007327,0.9922236811461278,0.0009162171388007456,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T925,trained,0.019330733612009737,0.018901379028813007,2.2210982356612803,0.9950017400784094,0.9952241976164239,0.00022245753801453105,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T925,held_out,0.024603725720836175,0.02354716117813948,4.294327431076516,0.9925384782847917,0.9931571856476631,0.0006187073628713957,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T850,trained,0.022115534182773653,0.021559979044753985,2.512058417528091,0.9948423188334572,0.9951084889757587,0.0002661701423014584,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T850,held_out,0.028052249240413822,0.026853390535518495,4.273663386564297,0.9923266069322758,0.9929625938975377,0.0006359869652619032,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T700,trained,0.020021096365955535,0.01971083155073597,1.54968943532558,0.995742846768498,0.9958787149754361,0.00013586820693811674,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,T700,held_out,0.025196029984952864,0.02452362039497691,2.668712453420323,0.9937533746867155,0.9940761164777951,0.000322741791079606,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,U1000,trained,0.07519956825398323,0.07188779774598104,4.403975428179093,0.9952608106665131,0.9956761006930258,0.00041529002651274904,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,U1000,held_out,0.09733474445944792,0.08802694162482871,9.562672493065488,0.9925111475750661,0.9938718772548647,0.0013607296797986113,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,U925,trained,0.07317339573915459,0.06968100595103932,4.772758941739958,0.9954052893943103,0.9958413831794314,0.0004360937851211055,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
PixelAttn-VFI,2020,U925,held_out,0.09516924801730359,0.08572038260834382,9.928485940376229,0.9926994171812449,0.994072751484941,0.0013733343036961276,eight_epochs_but_full_has_more_optimizer_steps_seed_unverified_for_heldout
