year,horizon,hour,field,members,held_out,rmse_norm,rmse_phys,acc,gain_vs_single_pct,gain_vs_linear_pct,acc_delta_vs_single
2022,6.0,1,T1000,1,False,0.014291604889380707,0.24223873374578508,0.9962558192156322,0.0,18.76459258449167,0.0
2022,6.0,1,T925,1,False,0.01625941580678247,0.2598896060883514,0.9967353655885529,0.0,12.290897338757556,0.0
2022,6.0,1,T850,1,False,0.018837723057929044,0.2892247648848491,0.9965294203943866,0.0,6.948676984336332,0.0
2022,6.0,1,T700,1,False,0.01692641944552408,0.24230070009819415,0.9971462414910875,0.0,4.068875662048632,0.0
2022,6.0,1,U1000,1,False,0.08291607414349317,0.45754431152274816,0.9946279232271936,0.0,13.535282715599505,0.0
2022,6.0,1,U925,1,False,0.08103840601702006,0.5802859510422589,0.9947911754214078,0.0,13.803189614912291,0.0
2022,6.0,1,U850,1,False,0.07878562532175715,0.5937443741314367,0.9948413300176262,0.0,9.634208907337815,0.0
2022,6.0,1,U700,1,False,0.07584750246405267,0.6470239539772572,0.9951629717499091,0.0,5.495708827650658,0.0
2022,6.0,1,V1000,1,False,0.1552244278747819,0.47720579533103424,0.9945825445100597,0.0,17.862871634890254,0.0
2022,6.0,1,V925,1,False,0.1996260056399858,0.6247149562526818,0.9941265910151794,0.0,19.275257447354143,0.0
2022,6.0,1,V850,1,False,0.2506180932530351,0.6286397244810573,0.9938027960610575,0.0,14.654202575214548,0.0
2022,6.0,1,V700,1,False,0.30760392659986724,0.6880940666660568,0.994033457969336,0.0,9.420203894638579,0.0
2022,6.0,1,Q1000,1,False,0.021418010197252133,0.00015484621198223996,0.9949501920653764,0.0,6.185872681357008,0.0
2022,6.0,1,Q925,1,False,0.041021975862182744,0.00025261336002205595,0.9865864473595318,0.0,3.218171963251981,0.0
2022,6.0,1,Q850,1,False,0.06032170292268562,0.00029258386278330266,0.9880421937661632,0.0,3.9705033006782298,0.0
2022,6.0,1,Q700,1,False,0.07622058514004083,0.00022280513168602145,0.9909168305087392,0.0,2.731145050239936,0.0
2022,6.0,1,Z1000,1,False,0.02481328223762792,22.661994602173888,0.9992336972391201,0.0,42.97991474394944,0.0
2022,6.0,1,Z925,1,False,0.01982582018149917,22.034647058785602,0.9992458778721748,0.0,43.17236672022554,0.0
2022,6.0,1,Z850,1,False,0.015379052325658166,21.42347817760122,0.9992941770204236,0.0,43.28863930914476,0.0
2022,6.0,1,Z700,1,False,0.009877235066575684,20.953939302092998,0.9994546978793807,0.0,42.93381838459454,0.0
2022,6.0,1,t2m,1,False,0.016544960972205754,0.32428124267893893,0.9922634631030228,0.0,29.89809455603918,0.0
2022,6.0,1,u10,1,False,0.08386543542014635,0.4142952529490143,0.9944260512141022,0.0,14.060710057025982,0.0
2022,6.0,1,v10,1,False,0.15600453780663678,0.43369260833752304,0.9942424116082748,0.0,18.052260580710822,0.0
2022,6.0,1,mslp,1,False,0.024983851095170175,27.874480055904975,0.9992777079545795,0.0,42.00778750315772,0.0
2022,6.0,2,T1000,1,True,0.022436618880936968,0.3802944613393754,0.9907706893497716,0.0,21.022050326549458,0.0
2022,6.0,2,T925,1,True,0.02541747862001931,0.4062715774546223,0.9919985070960666,0.0,12.64844326258119,0.0
2022,6.0,2,T850,1,True,0.02961811126905989,0.45474134175019565,0.9913959336812757,0.0,6.767239069108699,0.0
