model,channel,tau_hours,acc
WeatherDCAE,Z700,5,0.999698
WeatherDCAE,t2m,5,0.996542
WeatherDCAE,u10,5,0.998368
WeatherDCAE,v10,5,0.998656
WeatherDCAE,mslp,5,0.999660
CorrDiff/DC-AE,T1000,1,0.997492
CorrDiff/DC-AE,T925,1,0.997765
CorrDiff/DC-AE,T850,1,0.997826
CorrDiff/DC-AE,T700,1,0.998040
CorrDiff/DC-AE,U1000,1,0.998187
CorrDiff/DC-AE,U925,1,0.998288
CorrDiff/DC-AE,U850,1,0.998299
CorrDiff/DC-AE,U700,1,0.998490
CorrDiff/DC-AE,V1000,1,0.998577
CorrDiff/DC-AE,V925,1,0.998668
CorrDiff/DC-AE,V850,1,0.998587
CorrDiff/DC-AE,V700,1,0.998862
CorrDiff/DC-AE,Q1000,1,0.995564
CorrDiff/DC-AE,Q925,1,0.989641
CorrDiff/DC-AE,Q850,1,0.994595
CorrDiff/DC-AE,Q700,1,0.996596
CorrDiff/DC-AE,Z1000,1,0.999579
CorrDiff/DC-AE,Z925,1,0.999573
CorrDiff/DC-AE,Z850,1,0.999586
CorrDiff/DC-AE,Z700,1,0.999649
CorrDiff/DC-AE,t2m,1,0.994107
CorrDiff/DC-AE,u10,1,0.998105
CorrDiff/DC-AE,v10,1,0.998426
CorrDiff/DC-AE,mslp,1,0.999596
CorrDiff/DC-AE,T1000,2,0.994028
CorrDiff/DC-AE,T925,2,0.994663
CorrDiff/DC-AE,T850,2,0.994687
CorrDiff/DC-AE,T700,2,0.995469
CorrDiff/DC-AE,U1000,2,0.995525
CorrDiff/DC-AE,U925,2,0.995779
CorrDiff/DC-AE,U850,2,0.995736
CorrDiff/DC-AE,U700,2,0.996226
CorrDiff/DC-AE,V1000,2,0.996207
CorrDiff/DC-AE,V925,2,0.996397
CorrDiff/DC-AE,V850,2,0.996134
CorrDiff/DC-AE,V700,2,0.996723
CorrDiff/DC-AE,Q1000,2,0.989557
CorrDiff/DC-AE,Q925,2,0.975275
CorrDiff/DC-AE,Q850,2,0.986327
CorrDiff/DC-AE,Q700,2,0.991267
CorrDiff/DC-AE,Z1000,2,0.999286
CorrDiff/DC-AE,Z925,2,0.999303
CorrDiff/DC-AE,Z850,2,0.999345
CorrDiff/DC-AE,Z700,2,0.999453
CorrDiff/DC-AE,t2m,2,0.975875
CorrDiff/DC-AE,u10,2,0.995355
CorrDiff/DC-AE,v10,2,0.995928
CorrDiff/DC-AE,mslp,2,0.999308
CorrDiff/DC-AE,T1000,3,0.993208
CorrDiff/DC-AE,T925,3,0.993737
CorrDiff/DC-AE,T850,3,0.993611
CorrDiff/DC-AE,T700,3,0.994574
CorrDiff/DC-AE,U1000,3,0.994881
CorrDiff/DC-AE,U925,3,0.995247
CorrDiff/DC-AE,U850,3,0.995039
CorrDiff/DC-AE,U700,3,0.995589
CorrDiff/DC-AE,V1000,3,0.995751
CorrDiff/DC-AE,V925,3,0.996085
CorrDiff/DC-AE,V850,3,0.995613
CorrDiff/DC-AE,V700,3,0.996283
CorrDiff/DC-AE,Q1000,3,0.987393
CorrDiff/DC-AE,Q925,3,0.970505
CorrDiff/DC-AE,Q850,3,0.983226
CorrDiff/DC-AE,Q700,3,0.989132
CorrDiff/DC-AE,Z1000,3,0.999409
CorrDiff/DC-AE,Z925,3,0.999439
CorrDiff/DC-AE,Z850,3,0.999479
CorrDiff/DC-AE,Z700,3,0.999565
CorrDiff/DC-AE,t2m,3,0.988275
CorrDiff/DC-AE,u10,3,0.994706
CorrDiff/DC-AE,v10,3,0.995423
CorrDiff/DC-AE,mslp,3,0.999409
CorrDiff/DC-AE,T1000,4,0.994526
CorrDiff/DC-AE,T925,4,0.994843
CorrDiff/DC-AE,T850,4,0.994663
CorrDiff/DC-AE,T700,4,0.995477
CorrDiff/DC-AE,U1000,4,0.995420
CorrDiff/DC-AE,U925,4,0.995808
CorrDiff/DC-AE,U850,4,0.995668
CorrDiff/DC-AE,U700,4,0.996170
CorrDiff/DC-AE,V1000,4,0.996095
CorrDiff/DC-AE,V925,4,0.996360
CorrDiff/DC-AE,V850,4,0.996032
CorrDiff/DC-AE,V700,4,0.996618
CorrDiff/DC-AE,Q1000,4,0.989511
CorrDiff/DC-AE,Q925,4,0.975952
CorrDiff/DC-AE,Q850,4,0.985577
CorrDiff/DC-AE,Q700,4,0.990477
CorrDiff/DC-AE,Z1000,4,0.999347
CorrDiff/DC-AE,Z925,4,0.999366
CorrDiff/DC-AE,Z850,4,0.999405
CorrDiff/DC-AE,Z700,4,0.999512
CorrDiff/DC-AE,t2m,4,0.980226
CorrDiff/DC-AE,u10,4,0.995283
CorrDiff/DC-AE,v10,4,0.995807
CorrDiff/DC-AE,mslp,4,0.999368
CorrDiff/DC-AE,T1000,5,0.997744
CorrDiff/DC-AE,T925,5,0.997800
CorrDiff/DC-AE,T850,5,0.997757
CorrDiff/DC-AE,T700,5,0.998082
CorrDiff/DC-AE,U1000,5,0.998209
CorrDiff/DC-AE,U925,5,0.998337
CorrDiff/DC-AE,U850,5,0.998252
CorrDiff/DC-AE,U700,5,0.998485
CorrDiff/DC-AE,V1000,5,0.998586
CorrDiff/DC-AE,V925,5,0.998680
CorrDiff/DC-AE,V850,5,0.998572
CorrDiff/DC-AE,V700,5,0.998854
CorrDiff/DC-AE,Q1000,5,0.995467
CorrDiff/DC-AE,Q925,5,0.989971
CorrDiff/DC-AE,Q850,5,0.993977
CorrDiff/DC-AE,Q700,5,0.996163
CorrDiff/DC-AE,Z1000,5,0.999652
CorrDiff/DC-AE,Z925,5,0.999650
CorrDiff/DC-AE,Z850,5,0.999664
CorrDiff/DC-AE,Z700,5,0.999715
CorrDiff/DC-AE,t2m,5,0.996030
CorrDiff/DC-AE,u10,5,0.998151
CorrDiff/DC-AE,v10,5,0.998457
CorrDiff/DC-AE,mslp,5,0.999665
Latent CorrDiff,T1000,1,0.965179
Latent CorrDiff,T925,1,0.974462
Latent CorrDiff,T850,1,0.980405
Latent CorrDiff,T700,1,0.983320
Latent CorrDiff,U1000,1,0.993322
Latent CorrDiff,U925,1,0.993621
Latent CorrDiff,U850,1,0.990935
Latent CorrDiff,U700,1,0.988301
Latent CorrDiff,V1000,1,0.996131
Latent CorrDiff,V925,1,0.995934
Latent CorrDiff,V850,1,0.996006
Latent CorrDiff,V700,1,0.997589
Latent CorrDiff,Q1000,1,0.965522
Latent CorrDiff,Q925,1,0.957179
Latent CorrDiff,Q850,1,0.966300
Latent CorrDiff,Q700,1,0.973955
Latent CorrDiff,Z1000,1,0.992095
Latent CorrDiff,Z925,1,0.992452
Latent CorrDiff,Z850,1,0.992537
Latent CorrDiff,Z700,1,0.992314
Latent CorrDiff,t2m,1,0.927949
Latent CorrDiff,u10,1,0.993303
Latent CorrDiff,v10,1,0.995931
Latent CorrDiff,mslp,1,0.992259
Latent CorrDiff,T1000,2,0.978199
Latent CorrDiff,T925,2,0.984042
Latent CorrDiff,T850,2,0.987203
Latent CorrDiff,T700,2,0.988567
Latent CorrDiff,U1000,2,0.994623
Latent CorrDiff,U925,2,0.995038
Latent CorrDiff,U850,2,0.993988
Latent CorrDiff,U700,2,0.993327
Latent CorrDiff,V1000,2,0.996177
Latent CorrDiff,V925,2,0.996279
Latent CorrDiff,V850,2,0.996185
Latent CorrDiff,V700,2,0.996801
Latent CorrDiff,Q1000,2,0.974545
Latent CorrDiff,Q925,2,0.968052
Latent CorrDiff,Q850,2,0.979269
Latent CorrDiff,Q700,2,0.984690
Latent CorrDiff,Z1000,2,0.996683
Latent CorrDiff,Z925,2,0.996739
Latent CorrDiff,Z850,2,0.996468
Latent CorrDiff,Z700,2,0.995725
Latent CorrDiff,t2m,2,0.960059
Latent CorrDiff,u10,2,0.994601
Latent CorrDiff,v10,2,0.995880
Latent CorrDiff,mslp,2,0.996666
Latent CorrDiff,T1000,3,0.981861
Latent CorrDiff,T925,3,0.984998
Latent CorrDiff,T850,3,0.989020
Latent CorrDiff,T700,3,0.989798
Latent CorrDiff,U1000,3,0.994506
Latent CorrDiff,U925,3,0.994989
Latent CorrDiff,U850,3,0.994736
Latent CorrDiff,U700,3,0.995041
Latent CorrDiff,V1000,3,0.995754
Latent CorrDiff,V925,3,0.996160
Latent CorrDiff,V850,3,0.995842
Latent CorrDiff,V700,3,0.996181
Latent CorrDiff,Q1000,3,0.975647
Latent CorrDiff,Q925,3,0.970780
Latent CorrDiff,Q850,3,0.982032
Latent CorrDiff,Q700,3,0.987867
Latent CorrDiff,Z1000,3,0.998440
Latent CorrDiff,Z925,3,0.998334
Latent CorrDiff,Z850,3,0.997855
Latent CorrDiff,Z700,3,0.996771
Latent CorrDiff,t2m,3,0.965612
Latent CorrDiff,u10,3,0.994379
Latent CorrDiff,v10,3,0.995421
Latent CorrDiff,mslp,3,0.998354
Latent CorrDiff,T1000,4,0.979370
Latent CorrDiff,T925,4,0.983272
Latent CorrDiff,T850,4,0.986861
Latent CorrDiff,T700,4,0.988064
Latent CorrDiff,U1000,4,0.993372
Latent CorrDiff,U925,4,0.993668
Latent CorrDiff,U850,4,0.992828
Latent CorrDiff,U700,4,0.992398
Latent CorrDiff,V1000,4,0.995066
Latent CorrDiff,V925,4,0.995409
Latent CorrDiff,V850,4,0.995095
Latent CorrDiff,V700,4,0.996119
Latent CorrDiff,Q1000,4,0.972967
Latent CorrDiff,Q925,4,0.965611
Latent CorrDiff,Q850,4,0.976670
Latent CorrDiff,Q700,4,0.982750
Latent CorrDiff,Z1000,4,0.996560
Latent CorrDiff,Z925,4,0.996535
Latent CorrDiff,Z850,4,0.996221
Latent CorrDiff,Z700,4,0.995426
Latent CorrDiff,t2m,4,0.961631
Latent CorrDiff,u10,4,0.993200
Latent CorrDiff,v10,4,0.994749
Latent CorrDiff,mslp,4,0.996594
Latent CorrDiff,T1000,5,0.969979
Latent CorrDiff,T925,5,0.975431
Latent CorrDiff,T850,5,0.980892
Latent CorrDiff,T700,5,0.983354
Latent CorrDiff,U1000,5,0.993468
Latent CorrDiff,U925,5,0.993324
Latent CorrDiff,U850,5,0.990744
Latent CorrDiff,U700,5,0.987961
Latent CorrDiff,V1000,5,0.995874
Latent CorrDiff,V925,5,0.996014
Latent CorrDiff,V850,5,0.996194
Latent CorrDiff,V700,5,0.997697
Latent CorrDiff,Q1000,5,0.968663
Latent CorrDiff,Q925,5,0.958885
Latent CorrDiff,Q850,5,0.965975
Latent CorrDiff,Q700,5,0.973930
Latent CorrDiff,Z1000,5,0.992246
Latent CorrDiff,Z925,5,0.992431
Latent CorrDiff,Z850,5,0.992481
Latent CorrDiff,Z700,5,0.992453
Latent CorrDiff,t2m,5,0.958685
Latent CorrDiff,u10,5,0.993337
Latent CorrDiff,v10,5,0.995768
Latent CorrDiff,mslp,5,0.992476
