ell power_ratio signed_cospectrum
80 0.902499295 0.977566983
81 0.901978733 0.976770602
82 0.901682330 0.976301854
83 0.896195976 0.975285486
84 0.897208227 0.974940670
85 0.892389950 0.973941269
86 0.888614461 0.973712098
87 0.888282600 0.972899486
88 0.884389128 0.972362496
89 0.884717537 0.971749650
90 0.882880353 0.971042113
91 0.877727948 0.969691727
92 0.879443787 0.969560267
93 0.873703333 0.968555452
94 0.873371846 0.968081067
95 0.868657351 0.967022703
96 0.870979907 0.966580453
97 0.864863322 0.966208722
98 0.863339327 0.965321694
99 0.861058446 0.964240876
100 0.856466339 0.963776315
101 0.853951004 0.962679407
102 0.853206882 0.962216012
103 0.847550514 0.961489182
104 0.848535183 0.960816891
105 0.844058818 0.959896140
106 0.842298440 0.959252197
107 0.840813907 0.958039977
108 0.835159155 0.957564478
109 0.836118769 0.956661640
110 0.832780624 0.955799948
111 0.829983005 0.955281511
112 0.828001585 0.954086531
113 0.826607440 0.953204167
114 0.822086982 0.952134343
115 0.820216306 0.951952840
116 0.815611572 0.950700835
117 0.813380267 0.950098790
118 0.810419412 0.949793160
119 0.809477884 0.947923741
120 0.807658357 0.947585146
121 0.803799561 0.946899773
122 0.805362596 0.946296321
123 0.802587967 0.944992186
124 0.796966666 0.944178683
125 0.796733521 0.943437464
126 0.795843539 0.943087908
127 0.792115594 0.942112269
128 0.789348942 0.941012596
129 0.785324997 0.939830845
130 0.785071064 0.939280174
131 0.781308662 0.938406304
132 0.778602567 0.937766569
133 0.778907230 0.936696366
134 0.774787974 0.935687682
135 0.771515539 0.934536223
136 0.769343389 0.934090731
137 0.767108724 0.932902335
138 0.764753397 0.932365077
139 0.759576758 0.931216845
140 0.758927782 0.930918792
141 0.757928289 0.929369261
142 0.752951788 0.928916973
143 0.754305339 0.928513190
144 0.749936149 0.927801526
145 0.749789433 0.927070232
146 0.747021465 0.925228479
147 0.743261530 0.924323249
148 0.740494505 0.924578112
149 0.738757780 0.923480271
150 0.736292610 0.922657862
151 0.733058173 0.921408573
152 0.731187852 0.921109818
153 0.730061004 0.920358611
154 0.726352583 0.919003679
155 0.725633722 0.918090683
156 0.721429082 0.916579809
157 0.719296283 0.915983691
158 0.716079380 0.916076175
159 0.710188166 0.914782833
160 0.710572276 0.913892736
161 0.712718608 0.913091275
162 0.707222851 0.912623307
163 0.706035285 0.911417307
164 0.703287728 0.910435333
165 0.699432852 0.909669235
166 0.696164290 0.909167444
167 0.695577533 0.907430555
168 0.694089235 0.907367426
169 0.688175551 0.905028300
170 0.689377595 0.905473860
171 0.687128252 0.904703338
172 0.684660077 0.903864590
173 0.682448919 0.903543562
174 0.679474395 0.902469332
175 0.675357172 0.900368147
176 0.673586701 0.899638224
177 0.671623119 0.898390359
178 0.669388453 0.897444972
179 0.669338392 0.897099584
180 0.664066104 0.896063225
