ell power_ratio signed_cospectrum
80 0.839608781 0.935212163
81 0.832962043 0.932659891
82 0.829996945 0.929020425
83 0.825183849 0.927917764
84 0.824407566 0.924190151
85 0.819166463 0.921215207
86 0.819744923 0.919864153
87 0.810253024 0.915673259
88 0.811932511 0.915021338
89 0.807307305 0.909823029
90 0.805542270 0.908240806
91 0.796334244 0.903890265
92 0.800609080 0.901041691
93 0.793574666 0.898500124
94 0.787338534 0.895221438
95 0.787193292 0.892981192
96 0.782855110 0.888804299
97 0.776866457 0.886567157
98 0.771974444 0.882422873
99 0.773685993 0.878694312
100 0.768541215 0.875433576
101 0.763390114 0.870138140
102 0.762120740 0.867451817
103 0.758583825 0.864259872
104 0.758112646 0.859826437
105 0.755036987 0.858660085
106 0.752410079 0.855980240
107 0.748872599 0.849697434
108 0.746691752 0.846095697
109 0.746508573 0.842953529
110 0.737501182 0.838214793
111 0.734426064 0.833497700
112 0.736499229 0.831329063
113 0.735062987 0.827970576
114 0.724521646 0.820846879
115 0.725625661 0.818432700
116 0.724023176 0.815831991
117 0.719988564 0.812898253
118 0.714300048 0.807867310
119 0.721468519 0.804464555
120 0.713948735 0.797920731
121 0.708549737 0.792747256
122 0.710815446 0.790539626
123 0.704634036 0.790301856
124 0.701592101 0.781068741
125 0.707480516 0.780675337
126 0.703044748 0.776277632
127 0.694995160 0.767252963
128 0.696337444 0.767266761
129 0.695103893 0.759948711
130 0.692905058 0.758960267
131 0.694391831 0.754468586
132 0.690782004 0.751465617
133 0.686925757 0.749220557
134 0.682557571 0.740574231
135 0.685734936 0.739135373
136 0.688424408 0.736477765
137 0.686978221 0.734325195
138 0.676121517 0.723409667
139 0.682433968 0.726496287
140 0.674809088 0.718054906
141 0.671406381 0.713932271
142 0.677499085 0.713831720
143 0.671483114 0.709448078
144 0.671451156 0.705360996
145 0.678641852 0.706494937
146 0.668593785 0.700463793
147 0.670396652 0.697799106
148 0.665408510 0.688870912
149 0.667131990 0.691224850
150 0.670873419 0.689526980
151 0.662859296 0.680973688
152 0.664990529 0.678172738
153 0.665203654 0.679220631
154 0.661308629 0.668628875
155 0.663474791 0.667773701
156 0.658887602 0.662021217
157 0.658298449 0.657498857
158 0.658273433 0.654231781
159 0.661265674 0.656833813
160 0.654205682 0.654756772
161 0.659513898 0.647966506
162 0.654445981 0.643975143
163 0.650485143 0.639177398
164 0.667064897 0.647080262
165 0.656230955 0.638325466
166 0.655946096 0.633424159
167 0.661822728 0.635606679
168 0.653957052 0.625845791
169 0.654475362 0.625559032
170 0.656393989 0.624438295
171 0.655450965 0.617868781
172 0.657853708 0.625704989
173 0.652379932 0.619458687
174 0.650971287 0.613138458
175 0.659112758 0.614092209
176 0.651073239 0.601619518
177 0.658641555 0.606077565
178 0.657822833 0.603965215
179 0.653165478 0.603153430
180 0.654744474 0.595761878
