ell power_ratio signed_cospectrum
80 0.732960598 0.905028847
81 0.730486438 0.901095000
82 0.730296193 0.899275295
83 0.728270627 0.895095639
84 0.725307280 0.892535941
85 0.718763765 0.888120901
86 0.711445786 0.885950927
87 0.717145762 0.882908959
88 0.709789175 0.879756051
89 0.710247994 0.875780018
90 0.705851685 0.872984679
91 0.699293635 0.866715379
92 0.698961743 0.867047283
93 0.694628595 0.860964755
94 0.696100448 0.859455330
95 0.687403393 0.854197630
96 0.691500775 0.851369975
97 0.686596111 0.848789567
98 0.683362090 0.844953805
99 0.681754655 0.839372389
100 0.674220672 0.836573698
101 0.671657191 0.832874424
102 0.671313158 0.829907444
103 0.667895394 0.827874676
104 0.668869066 0.823764881
105 0.663144060 0.817734947
106 0.663341056 0.815834145
107 0.658246414 0.811476695
108 0.655405404 0.808394598
109 0.653673779 0.803560553
110 0.655877533 0.800549961
111 0.651954924 0.796759178
112 0.649203368 0.792334770
113 0.645827193 0.787490953
114 0.644612856 0.781969489
115 0.641439919 0.780274467
116 0.636418272 0.774373272
117 0.635960311 0.772430789
118 0.634539792 0.770218801
119 0.631797734 0.761503811
120 0.632637018 0.760273917
121 0.626371050 0.755962262
122 0.630840775 0.753071438
123 0.626853931 0.746156774
124 0.622043602 0.743542320
125 0.622993477 0.740733832
126 0.621805267 0.738866529
127 0.617716768 0.733030489
128 0.619166523 0.730479042
129 0.611706790 0.726690364
130 0.615148812 0.723695989
131 0.612835224 0.716625200
132 0.611204575 0.714985936
133 0.611215258 0.710323600
134 0.607911574 0.706048718
135 0.608224519 0.701401970
136 0.606565241 0.697666515
137 0.601878859 0.694040687
138 0.602962963 0.692475879
139 0.595563190 0.686879027
140 0.601467248 0.686731014
141 0.601628284 0.680085550
142 0.595803292 0.678081871
143 0.597143066 0.676184785
144 0.595482324 0.670259135
145 0.597383435 0.669569964
146 0.595971693 0.662840031
147 0.589436257 0.657459778
148 0.592258661 0.659864409
149 0.586360385 0.653788245
150 0.589004284 0.648040122
151 0.584576587 0.645172737
152 0.582971051 0.643787080
153 0.586935719 0.638474179
154 0.584672087 0.637408384
155 0.585001203 0.630320532
156 0.581933025 0.627706285
157 0.583183168 0.627317560
158 0.586453439 0.624179179
159 0.578326744 0.617982466
160 0.577039612 0.613294422
161 0.584208933 0.616842598
162 0.577343928 0.609720312
163 0.576845628 0.608476155
164 0.582318210 0.603070757
165 0.576616093 0.603071438
166 0.578505455 0.596600606
167 0.576059381 0.593502912
168 0.576240367 0.593056061
169 0.570756666 0.587180983
170 0.575983433 0.588762987
171 0.576774735 0.584226249
172 0.573651586 0.584252319
173 0.576206321 0.580044469
174 0.576366692 0.577785192
175 0.571957406 0.572636155
176 0.571304902 0.572132720
177 0.569471701 0.564724121
178 0.569864346 0.563845189
179 0.570899321 0.561579602
180 0.570625096 0.559472743
