ell power_ratio signed_cospectrum
80 0.936905899 0.970530008
81 0.934785074 0.969865316
82 0.935695847 0.968347017
83 0.930180966 0.967844702
84 0.927363141 0.966723167
85 0.926583658 0.965421207
86 0.925804649 0.965335706
87 0.921327797 0.963538239
88 0.920951514 0.963111867
89 0.921602878 0.961559429
90 0.919695261 0.960591735
91 0.913181229 0.959509588
92 0.916019759 0.958742601
93 0.910527917 0.957751161
94 0.907688340 0.956360145
95 0.904928740 0.955775832
96 0.903175311 0.954289768
97 0.899277629 0.953701202
98 0.895401754 0.952126822
99 0.894639119 0.951249151
100 0.893471537 0.949799799
101 0.885378754 0.948182212
102 0.884950597 0.947065932
103 0.880962102 0.946259823
104 0.879151745 0.944341564
105 0.875748292 0.944497532
106 0.874082659 0.943315767
107 0.868843783 0.941157081
108 0.870198392 0.939838580
109 0.864306003 0.939231125
110 0.858823554 0.937413895
111 0.856147046 0.936173571
112 0.854293310 0.935188627
113 0.851751524 0.933862731
114 0.844708637 0.931442459
115 0.841795252 0.930454690
116 0.839168155 0.930317647
117 0.834861686 0.929249790
118 0.828814154 0.926827109
119 0.829688691 0.926117240
120 0.821517738 0.924352006
121 0.820221484 0.922471518
122 0.814139859 0.921435107
123 0.812300361 0.920998176
124 0.805465357 0.917567275
125 0.807060023 0.917980855
126 0.802254220 0.916404328
127 0.792638535 0.913243393
128 0.791316419 0.912933775
129 0.789179744 0.909967694
130 0.782243053 0.910323118
131 0.781556903 0.908984206
132 0.778193455 0.907612138
133 0.773641891 0.905876034
134 0.767173584 0.903743204
135 0.766701789 0.902396085
136 0.759590223 0.901572841
137 0.758652895 0.900817232
138 0.748362544 0.896963218
139 0.748997765 0.897415027
140 0.741706634 0.894743895
141 0.736201136 0.893294507
142 0.736413294 0.892993165
143 0.731481093 0.891158337
144 0.726543325 0.889962820
145 0.730017219 0.889963002
146 0.718236437 0.887583149
147 0.718468437 0.886001458
148 0.710661406 0.883417081
149 0.706809103 0.883664144
150 0.705380124 0.883361196
151 0.699458994 0.880223664
152 0.697158667 0.877939924
153 0.695784870 0.878487477
154 0.688003161 0.874729996
155 0.686873807 0.873921128
156 0.683151014 0.871292673
157 0.678580981 0.869093841
158 0.673036934 0.868141246
159 0.674067792 0.868272680
160 0.667704724 0.867481019
161 0.667291267 0.864439810
162 0.660377723 0.863250841
163 0.657348334 0.861592913
164 0.661637479 0.863176230
165 0.654621135 0.859019555
166 0.652183827 0.857374017
167 0.656099196 0.857899055
168 0.643690225 0.854436523
169 0.644083686 0.852811365
170 0.639341782 0.851705889
171 0.639201118 0.849971445
172 0.637599745 0.851287850
173 0.631322883 0.849907370
174 0.628258593 0.846170596
175 0.631303176 0.847492971
176 0.622616071 0.841120408
177 0.621149631 0.842200699
178 0.623166480 0.841002732
179 0.619694677 0.840659343
180 0.614819637 0.837497222
