ell power_ratio signed_cospectrum
80 0.765545258 0.915391593
81 0.763355533 0.911414823
82 0.764430814 0.909517366
83 0.759068192 0.905914934
84 0.755625401 0.903186677
85 0.749340883 0.898964253
86 0.742185290 0.897056606
87 0.746941914 0.893676456
88 0.738547127 0.890923105
89 0.739179135 0.887207597
90 0.734456948 0.884368159
91 0.727945182 0.878659092
92 0.726149253 0.878249761
93 0.722151772 0.872760164
94 0.724330690 0.871239408
95 0.713847417 0.865608634
96 0.717015738 0.862734788
97 0.711527323 0.860219536
98 0.707863314 0.856684972
99 0.707382667 0.850876259
100 0.698865714 0.848447555
101 0.696302912 0.843815140
102 0.694342044 0.841121071
103 0.691684816 0.839179977
104 0.691094414 0.834503292
105 0.686673002 0.829254927
106 0.684294118 0.826854788
107 0.679760082 0.822597156
108 0.675661508 0.819625996
109 0.675498548 0.814688227
110 0.675754994 0.810655688
111 0.671354089 0.807501536
112 0.667596702 0.802626965
113 0.665567588 0.797945462
114 0.664020146 0.792421634
115 0.659706274 0.790262752
116 0.654052584 0.784946375
117 0.653193253 0.782076594
118 0.651445869 0.779315290
119 0.649078510 0.771089096
120 0.648526588 0.768861213
121 0.641098517 0.764506439
122 0.645770824 0.761644219
123 0.642089672 0.754294108
124 0.637466214 0.751694531
125 0.637143275 0.748205312
126 0.636253399 0.746633119
127 0.629815122 0.740406163
128 0.631365802 0.737203331
129 0.624569710 0.733668347
130 0.627255935 0.729646605
131 0.623213984 0.723112172
132 0.620377084 0.720575995
133 0.620804449 0.715771296
134 0.617100185 0.711050762
135 0.615908759 0.706154273
136 0.614520759 0.702481405
137 0.609709403 0.698807125
138 0.609529395 0.696548522
139 0.602383385 0.691593121
140 0.607144942 0.690462811
141 0.607003145 0.683260051
142 0.600615604 0.680793679
143 0.601373988 0.678459809
144 0.600143454 0.672535746
145 0.601270414 0.670816291
146 0.598597458 0.663984735
147 0.592453662 0.659237590
148 0.594342177 0.661095497
149 0.588652479 0.654398587
150 0.590113770 0.648716236
151 0.585643196 0.645652616
152 0.583364282 0.643704041
153 0.586626802 0.638203674
154 0.585298394 0.637332302
155 0.584924968 0.629194665
156 0.580983169 0.626757528
157 0.582905978 0.625398835
158 0.585718936 0.622543233
159 0.576145638 0.616392195
160 0.574540304 0.611535385
161 0.580386571 0.614193772
162 0.574310919 0.607236013
163 0.572604518 0.605162478
164 0.578397164 0.599772610
165 0.573044743 0.599765851
166 0.574123387 0.593045440
167 0.571726887 0.590140504
168 0.571866638 0.589196344
169 0.565448010 0.582957637
170 0.569718262 0.584740513
171 0.570800626 0.579428347
172 0.567455336 0.579500941
173 0.569839712 0.575382084
174 0.569464081 0.572829389
175 0.565245065 0.567480462
176 0.564459573 0.566416528
177 0.562075754 0.558861302
178 0.563425595 0.558016782
179 0.563830919 0.555178033
180 0.563276915 0.553727668
