ell power_ratio signed_cospectrum
80 0.803871911 0.934769172
81 0.802319761 0.931966799
82 0.803754956 0.930438887
83 0.797817761 0.927585156
84 0.793795184 0.925624563
85 0.787224980 0.922455471
86 0.780647692 0.920931712
87 0.783102864 0.918099118
88 0.775936667 0.916091475
89 0.775060374 0.913132755
90 0.770883780 0.911025719
91 0.763776833 0.906642998
92 0.761724236 0.906151079
93 0.756006841 0.901900834
94 0.758052628 0.900064395
95 0.747157315 0.895834107
96 0.749944263 0.893930655
97 0.743366171 0.891334938
98 0.740644243 0.888863869
99 0.739665005 0.883474927
100 0.730445679 0.881136653
101 0.727338904 0.878400798
102 0.724809277 0.875622541
103 0.720448408 0.873344989
104 0.717799977 0.869856414
105 0.714962606 0.865632086
106 0.712120965 0.862993912
107 0.706250123 0.858686554
108 0.702443418 0.856488529
109 0.700249664 0.852117298
110 0.700232146 0.848240170
111 0.692984927 0.845399244
112 0.689193877 0.840833035
113 0.685936401 0.836281603
114 0.683244514 0.831410872
115 0.679523600 0.828695061
116 0.670640375 0.823873297
117 0.669445443 0.821409082
118 0.666759817 0.817678228
119 0.661757194 0.809365685
120 0.660137580 0.807306347
121 0.653550282 0.803031183
122 0.655713031 0.799341582
123 0.649579778 0.791898839
124 0.644628447 0.788529027
125 0.642980339 0.784775181
126 0.641004152 0.781972707
127 0.634266573 0.776448568
128 0.635500341 0.771854760
129 0.627303569 0.767181695
130 0.629330538 0.763462735
131 0.623886096 0.756405111
132 0.621816103 0.753515192
133 0.620920711 0.747663391
134 0.615606071 0.742194599
135 0.614562114 0.736765540
136 0.610654012 0.732861224
137 0.606705309 0.728458167
138 0.606449102 0.725241206
139 0.599176108 0.719044304
140 0.604221584 0.717581938
141 0.603128164 0.709875826
142 0.595648479 0.707091863
143 0.597410388 0.703703464
144 0.594421380 0.697809929
145 0.595457703 0.695133604
146 0.594389349 0.688302395
147 0.587784797 0.682672419
148 0.589040893 0.683405570
149 0.583749147 0.677048944
150 0.585178611 0.671196641
151 0.580681551 0.667845206
152 0.578368816 0.665242548
153 0.581597068 0.659468480
154 0.580280754 0.657348252
155 0.579561030 0.649729198
156 0.576936249 0.646608999
157 0.577324679 0.644990200
158 0.579159041 0.640919883
159 0.572371109 0.635173232
160 0.569920964 0.630505278
161 0.575433678 0.632102635
162 0.570563519 0.625087381
163 0.568330830 0.622867310
164 0.574722785 0.617243403
165 0.569213247 0.616739532
166 0.569567705 0.609893501
167 0.567998309 0.606076548
168 0.567411392 0.604838220
169 0.561946748 0.598334663
170 0.565980930 0.599256666
171 0.567204427 0.594272346
172 0.564530302 0.593885006
173 0.566743010 0.589063490
174 0.566685732 0.586459265
175 0.561921768 0.580782240
176 0.561497835 0.579255187
177 0.558979858 0.571516760
178 0.560196331 0.570508961
179 0.561590297 0.567158155
180 0.561099249 0.565136065
