ell power_ratio signed_cospectrum
80 0.734430184 0.918913722
81 0.732772267 0.915735236
82 0.732421199 0.914380095
83 0.729958478 0.910987702
84 0.729187891 0.908780751
85 0.722613112 0.905042261
86 0.715704884 0.903760053
87 0.721575024 0.901454463
88 0.714078924 0.898422545
89 0.716096886 0.895587602
90 0.711458982 0.893000498
91 0.705852437 0.887800403
92 0.706691237 0.888028277
93 0.703532344 0.883722828
94 0.704676966 0.882558694
95 0.696070796 0.878120907
96 0.701365549 0.875697037
97 0.696656454 0.873491259
98 0.694620990 0.870252515
99 0.692360608 0.866231275
100 0.686546769 0.863864078
101 0.685024004 0.860431352
102 0.684217692 0.858058023
103 0.680796587 0.856416130
104 0.682586497 0.853790779
105 0.677140788 0.849005384
106 0.678675332 0.846837561
107 0.673517793 0.843383872
108 0.671143477 0.840384856
109 0.671482132 0.837145338
110 0.672410425 0.834692321
111 0.668418129 0.831995182
112 0.667549534 0.828458627
113 0.665247416 0.824116276
114 0.663919095 0.819879717
115 0.659180958 0.819008624
116 0.656739091 0.813257728
117 0.656414303 0.811991554
118 0.654502947 0.809926512
119 0.654204046 0.803110763
120 0.654710398 0.801776331
121 0.649476874 0.798275031
122 0.653228366 0.797209575
123 0.650953091 0.790981301
124 0.646935662 0.788740569
125 0.648476714 0.787047950
126 0.647123731 0.785433819
127 0.643313213 0.781215789
128 0.645008811 0.778796758
129 0.637900040 0.774772683
130 0.641764006 0.773528595
131 0.639074975 0.767149229
132 0.637526854 0.764988004
133 0.638728329 0.762493821
134 0.635943629 0.758160617
135 0.635415253 0.753849529
136 0.635756352 0.753530901
137 0.631389319 0.748002254
138 0.631693496 0.747071447
139 0.626603234 0.742607313
140 0.629811988 0.742284093
141 0.630540173 0.737039476
142 0.625907131 0.735864669
143 0.629339260 0.733722303
144 0.626478970 0.729657907
145 0.627759380 0.729054167
146 0.626012130 0.722598863
147 0.621776210 0.717591176
148 0.624002861 0.719300920
149 0.621536025 0.715675631
150 0.621777937 0.710101367
151 0.618979138 0.707682632
152 0.617186225 0.706261976
153 0.621544507 0.701633990
154 0.619703687 0.700665120
155 0.619148853 0.696302447
156 0.618150032 0.692833297
157 0.618509887 0.693203969
158 0.619737501 0.691181116
159 0.614248463 0.685693963
160 0.612711265 0.682633985
161 0.622131100 0.684463534
162 0.612880636 0.679176725
163 0.613444005 0.676788363
164 0.618295480 0.674565909
165 0.613341025 0.673342731
166 0.613919438 0.669742905
167 0.613055893 0.666037971
168 0.615180811 0.664944464
169 0.609704560 0.659251983
170 0.612949604 0.662202169
171 0.614174751 0.658329485
172 0.611212704 0.657150448
173 0.611992776 0.654571871
174 0.612883216 0.652361136
175 0.610641091 0.647439092
176 0.610129185 0.646414105
177 0.607663814 0.642548576
178 0.610834711 0.640679356
179 0.610107856 0.640596706
180 0.610648199 0.637163625
