ell power_ratio signed_cospectrum
80 0.880734740 0.972084677
81 0.880289316 0.971052273
82 0.879572867 0.970512342
83 0.875042916 0.969412208
84 0.873147242 0.968734747
85 0.867929015 0.967629511
86 0.864845694 0.967110634
87 0.863065395 0.966287297
88 0.860060036 0.965496329
89 0.859219166 0.964705178
90 0.856422460 0.963993692
91 0.851087302 0.962356373
92 0.850962157 0.962253429
93 0.844950701 0.960794336
94 0.845118828 0.960355939
95 0.839665802 0.958885113
96 0.840536202 0.958356409
97 0.834669479 0.957829362
98 0.833246571 0.956941914
99 0.829800371 0.955287683
100 0.824366118 0.954775620
101 0.820896523 0.953412291
102 0.819795312 0.952888350
103 0.815414498 0.952046924
104 0.815330600 0.950999543
105 0.809914173 0.949532437
106 0.807280657 0.949089700
107 0.804700330 0.947905946
108 0.799004660 0.947290292
109 0.797916615 0.945772265
110 0.795950353 0.944528205
111 0.791981063 0.943979867
112 0.788615520 0.942296940
113 0.786332495 0.941245844
114 0.781852602 0.939835316
115 0.781499679 0.939413669
116 0.774731803 0.938179043
117 0.772945882 0.937491347
118 0.769849903 0.937120941
119 0.765609903 0.934624992
120 0.763718409 0.934249241
121 0.760168144 0.932675387
122 0.759728465 0.932054788
123 0.756824312 0.930571379
124 0.751107913 0.929750088
125 0.748944930 0.928725462
126 0.747840722 0.927925090
127 0.743719905 0.927033770
128 0.740982506 0.925074091
129 0.736899435 0.924222008
130 0.735369160 0.922792527
131 0.731785476 0.921975714
132 0.729539058 0.921453956
133 0.727497950 0.919619275
134 0.722291895 0.918620394
135 0.720286431 0.917263230
136 0.715155429 0.916311757
137 0.713215202 0.915106920
138 0.711393469 0.914067897
139 0.704263789 0.912835006
140 0.705059492 0.912154867
141 0.703270307 0.910320495
142 0.697413358 0.909994504
143 0.696193248 0.909625621
144 0.692027286 0.907998053
145 0.692347803 0.907198673
146 0.688988944 0.905217454
147 0.684238365 0.904528983
148 0.682100358 0.904210578
149 0.676473360 0.903173380
150 0.675679308 0.901996199
151 0.671029175 0.900579174
152 0.670056424 0.900327861
153 0.668160732 0.899437886
154 0.662621918 0.897215454
155 0.663682453 0.896215976
156 0.656884572 0.895080238
157 0.656303295 0.894078558
158 0.652117612 0.893431710
159 0.645431378 0.892230162
160 0.644786222 0.890724066
161 0.643073215 0.890688268
162 0.641347535 0.888767655
163 0.637205426 0.888359993
164 0.635941161 0.886658904
165 0.630037787 0.886335461
166 0.627409350 0.884744977
167 0.625542913 0.883653596
168 0.620692734 0.883697016
169 0.616334342 0.880590845
170 0.617570726 0.880710926
171 0.615079864 0.879379753
172 0.612280908 0.879317618
173 0.609121998 0.878451871
174 0.605821002 0.876724908
175 0.601219810 0.874797577
176 0.598048026 0.874578616
177 0.594808774 0.872211424
178 0.594476554 0.871927603
179 0.592066936 0.870713861
180 0.586847037 0.869355332
