candidate,reference,horizon_hours,year,family,metric,scope,tau,channel,better,left,right,delta_left_minus_right,ci95_low,ci95_median,ci95_high,n_windows,n_blocks,block_days,draws,p_raw_two_sided,p_censored,p_raw_left_better,p_raw_left_worse,p_holm_two_sided,p_holm_left_better,p_holm_left_worse,family_alpha,source_path,source_sha256
flow_spectral,weatherbridge_detail,6,2020,acc,mean_window_acc,field_hour,1,U700,higher,0.9983612251298035,0.9983671787904699,-5.9536606663579406e-06,-7.070809786083321e-06,-5.950750821825945e-06,-4.894376534403389e-06,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,weatherdcae_14m_6yr,6,2020,acc,mean_window_acc,field_hour,1,U700,higher,0.9983612251298035,0.9976437803171957,0.0007174448126078259,0.0006974339053396588,0.000717199137014457,0.0007375090152849095,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,refine,6,2020,acc,mean_window_acc,field_hour,1,U850,higher,0.9982614047056343,0.998218036520913,4.33681847212819e-05,4.1850139364746354e-05,4.33606016057575e-05,4.496590972329628e-05,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,weatherbridge_detail,6,2020,acc,mean_window_acc,field_hour,1,U850,higher,0.9982614047056343,0.9982675824439127,-6.177738278378975e-06,-7.039986829610046e-06,-6.179737177258726e-06,-5.344230159917697e-06,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,weatherdcae_14m_6yr,6,2020,acc,mean_window_acc,field_hour,1,U850,higher,0.9982614047056343,0.997294082147816,0.0009673225578182842,0.0009472834426331761,0.0009672180754512483,0.0009876157103157674,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,refine,6,2020,acc,mean_window_acc,field_hour,1,U925,higher,0.9984072910867484,0.9983751447088329,3.2146377915487356e-05,3.0688071650153416e-05,3.213641246585519e-05,3.363952335884157e-05,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,weatherbridge_detail,6,2020,acc,mean_window_acc,field_hour,1,U925,higher,0.9984072910867484,0.9984122064939852,-4.915407236794067e-06,-5.839347929037508e-06,-4.914782855913735e-06,-3.966945780498054e-06,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,weatherdcae_14m_6yr,6,2020,acc,mean_window_acc,field_hour,1,U925,higher,0.9984072910867484,0.9976512771392635,0.0007560139474849237,0.0007398036880813363,0.0007559761331585868,0.0007718757090305256,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,refine,6,2020,acc,mean_window_acc,field_hour,1,V1000,higher,0.9985391177384721,0.9984976234944488,4.149424402333235e-05,4.0194714628136176e-05,4.1482985180307796e-05,4.272027754741725e-05,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
flow_spectral,weatherbridge_detail,6,2020,acc,mean_window_acc,field_hour,1,V1000,higher,0.9985391177384721,0.9985341060186036,5.011719868552866e-06,4.169586895297339e-06,5.0098505583462405e-06,5.86583446487987e-06,7315,53,7,5000,0.0001999600079984003,true,,,0.023995200959808036,,,0.05,/home/jovyan/shares/SR006.nfs2/dsuhoi/weather_time_interpolation_runtime/metrics/detailed_benchmark_v2/6h/2020/full_year/paired_acc_flow_spectral.json,77bf688721991bd6f5c60fef353121829790efed86a5bc63e44579aa9406939a
